 R11 R12 R21 R22
 -0.117559e-02 -0.117559e-02 -0.117559e-02 -0.117559e-02
 -0.116312e-02 -0.116312e-02 -0.116312e-02 -0.116312e-02
 -0.115090e-02 -0.115090e-02 -0.115090e-02 -0.115090e-02
 -0.113895e-02 -0.113895e-02 -0.113895e-02 -0.113895e-02
 -0.112724e-02 -0.112724e-02 -0.112724e-02 -0.112724e-02
 -0.111576e-02 -0.111576e-02 -0.111576e-02 -0.111576e-02
 -0.110453e-02 -0.110453e-02 -0.110453e-02 -0.110453e-02
 -0.109351e-02 -0.109351e-02 -0.109351e-02 -0.109351e-02
 -0.108272e-02 -0.108272e-02 -0.108272e-02 -0.108272e-02
 -0.107214e-02 -0.107214e-02 -0.107214e-02 -0.107214e-02
 -0.106176e-02 -0.106176e-02 -0.106176e-02 -0.106176e-02
 -0.105159e-02 -0.105159e-02 -0.105159e-02 -0.105159e-02
 -0.104161e-02 -0.104161e-02 -0.104161e-02 -0.104161e-02
 -0.103183e-02 -0.103183e-02 -0.103183e-02 -0.103183e-02
 -0.102222e-02 -0.102222e-02 -0.102222e-02 -0.102222e-02
 -0.101280e-02 -0.101280e-02 -0.101280e-02 -0.101280e-02
 -0.100355e-02 -0.100355e-02 -0.100355e-02 -0.100355e-02
 -0.994477e-03 -0.994477e-03 -0.994477e-03 -0.994477e-03
 -0.985566e-03 -0.985566e-03 -0.985566e-03 -0.985566e-03
 -0.976816e-03 -0.976816e-03 -0.976816e-03 -0.976816e-03
 -0.968223e-03 -0.968223e-03 -0.968223e-03 -0.968223e-03
 -0.959783e-03 -0.959783e-03 -0.959783e-03 -0.959783e-03
 -0.951492e-03 -0.951492e-03 -0.951492e-03 -0.951492e-03
 -0.943346e-03 -0.943346e-03 -0.943346e-03 -0.943346e-03
 -0.935342e-03 -0.935342e-03 -0.935342e-03 -0.935342e-03
 -0.927475e-03 -0.927475e-03 -0.927475e-03 -0.927475e-03
 -0.919743e-03 -0.919743e-03 -0.919743e-03 -0.919743e-03
 -0.912142e-03 -0.912142e-03 -0.912142e-03 -0.912142e-03
 -0.904669e-03 -0.904669e-03 -0.904669e-03 -0.904669e-03
 -0.897321e-03 -0.897321e-03 -0.897321e-03 -0.897321e-03
 -0.890095e-03 -0.890095e-03 -0.890095e-03 -0.890095e-03
 -0.882985e-03 -0.882985e-03 -0.882985e-03 -0.882985e-03
 -0.875993e-03 -0.875993e-03 -0.875993e-03 -0.875993e-03
 -0.869113e-03 -0.869113e-03 -0.869113e-03 -0.869113e-03
 -0.862344e-03 -0.862344e-03 -0.862344e-03 -0.862344e-03
 -0.855682e-03 -0.855682e-03 -0.855682e-03 -0.855682e-03
 -0.849126e-03 -0.849126e-03 -0.849126e-03 -0.849126e-03
 -0.842672e-03 -0.842672e-03 -0.842672e-03 -0.842672e-03
 -0.836318e-03 -0.836318e-03 -0.836318e-03 -0.836318e-03
 -0.830063e-03 -0.830063e-03 -0.830063e-03 -0.830063e-03
 -0.823903e-03 -0.823903e-03 -0.823903e-03 -0.823903e-03
 -0.817837e-03 -0.817837e-03 -0.817837e-03 -0.817837e-03
 -0.811862e-03 -0.811862e-03 -0.811862e-03 -0.811862e-03
 -0.805977e-03 -0.805977e-03 -0.805977e-03 -0.805977e-03
 -0.800179e-03 -0.800179e-03 -0.800179e-03 -0.800179e-03
 -0.794467e-03 -0.794467e-03 -0.794467e-03 -0.794467e-03
 -0.788838e-03 -0.788838e-03 -0.788838e-03 -0.788838e-03
 -0.783290e-03 -0.783290e-03 -0.783290e-03 -0.783290e-03
 -0.777824e-03 -0.777824e-03 -0.777824e-03 -0.777824e-03
 -0.772436e-03 -0.772436e-03 -0.772436e-03 -0.772436e-03
 -0.767124e-03 -0.767124e-03 -0.767124e-03 -0.767124e-03
 -0.761887e-03 -0.761887e-03 -0.761887e-03 -0.761887e-03
 -0.756724e-03 -0.756724e-03 -0.756724e-03 -0.756724e-03
 -0.751632e-03 -0.751632e-03 -0.751632e-03 -0.751632e-03
 -0.746611e-03 -0.746611e-03 -0.746611e-03 -0.746611e-03
 -0.741659e-03 -0.741659e-03 -0.741659e-03 -0.741659e-03
 -0.736774e-03 -0.736774e-03 -0.736774e-03 -0.736774e-03
 -0.731955e-03 -0.731955e-03 -0.731955e-03 -0.731955e-03
 -0.727202e-03 -0.727202e-03 -0.727202e-03 -0.727202e-03
 -0.722511e-03 -0.722511e-03 -0.722511e-03 -0.722511e-03
 -0.717883e-03 -0.717883e-03 -0.717883e-03 -0.717883e-03
 -0.713316e-03 -0.713316e-03 -0.713316e-03 -0.713316e-03
 -0.708809e-03 -0.708809e-03 -0.708809e-03 -0.708809e-03
 -0.704361e-03 -0.704361e-03 -0.704361e-03 -0.704361e-03
 -0.699969e-03 -0.699969e-03 -0.699969e-03 -0.699969e-03
 -0.695635e-03 -0.695635e-03 -0.695635e-03 -0.695635e-03
 -0.691355e-03 -0.691355e-03 -0.691355e-03 -0.691355e-03
 -0.687130e-03 -0.687130e-03 -0.687130e-03 -0.687130e-03
 -0.682958e-03 -0.682958e-03 -0.682958e-03 -0.682958e-03
 -0.678838e-03 -0.678838e-03 -0.678838e-03 -0.678838e-03
 -0.674769e-03 -0.674769e-03 -0.674769e-03 -0.674769e-03
 -0.670750e-03 -0.670750e-03 -0.670750e-03 -0.670750e-03
 -0.666781e-03 -0.666781e-03 -0.666781e-03 -0.666781e-03
 -0.662860e-03 -0.662860e-03 -0.662860e-03 -0.662860e-03
 -0.658987e-03 -0.658987e-03 -0.658987e-03 -0.658987e-03
 -0.655160e-03 -0.655160e-03 -0.655160e-03 -0.655160e-03
 -0.651379e-03 -0.651379e-03 -0.651379e-03 -0.651379e-03
 -0.647643e-03 -0.647643e-03 -0.647643e-03 -0.647643e-03
 -0.643952e-03 -0.643952e-03 -0.643952e-03 -0.643952e-03
 -0.640303e-03 -0.640303e-03 -0.640303e-03 -0.640303e-03
 -0.636697e-03 -0.636697e-03 -0.636697e-03 -0.636697e-03
 -0.633133e-03 -0.633133e-03 -0.633133e-03 -0.633133e-03
 -0.629611e-03 -0.629611e-03 -0.629611e-03 -0.629611e-03
 -0.626128e-03 -0.626128e-03 -0.626128e-03 -0.626128e-03
 -0.622685e-03 -0.622685e-03 -0.622685e-03 -0.622685e-03
 -0.619282e-03 -0.619282e-03 -0.619282e-03 -0.619282e-03
 -0.615916e-03 -0.615916e-03 -0.615916e-03 -0.615916e-03
 -0.612589e-03 -0.612589e-03 -0.612589e-03 -0.612589e-03
 -0.609298e-03 -0.609298e-03 -0.609298e-03 -0.609298e-03
 -0.606044e-03 -0.606044e-03 -0.606044e-03 -0.606044e-03
 -0.602826e-03 -0.602826e-03 -0.602826e-03 -0.602826e-03
 -0.599643e-03 -0.599643e-03 -0.599643e-03 -0.599643e-03
 -0.596494e-03 -0.596494e-03 -0.596494e-03 -0.596494e-03
 -0.593380e-03 -0.593380e-03 -0.593380e-03 -0.593380e-03
 -0.590299e-03 -0.590299e-03 -0.590299e-03 -0.590299e-03
 -0.587252e-03 -0.587252e-03 -0.587252e-03 -0.587252e-03
 -0.584236e-03 -0.584236e-03 -0.584236e-03 -0.584236e-03
 -0.581253e-03 -0.581253e-03 -0.581253e-03 -0.581253e-03
 -0.578301e-03 -0.578301e-03 -0.578301e-03 -0.578301e-03
 -0.575380e-03 -0.575380e-03 -0.575380e-03 -0.575380e-03
 -0.572489e-03 -0.572489e-03 -0.572489e-03 -0.572489e-03
 -0.569629e-03 -0.569629e-03 -0.569629e-03 -0.569629e-03
 -0.566797e-03 -0.566797e-03 -0.566797e-03 -0.566797e-03
 -0.563995e-03 -0.563995e-03 -0.563995e-03 -0.563995e-03
 -0.561222e-03 -0.561222e-03 -0.561222e-03 -0.561222e-03
 -0.558476e-03 -0.558476e-03 -0.558476e-03 -0.558476e-03
 -0.555759e-03 -0.555759e-03 -0.555759e-03 -0.555759e-03
 -0.553068e-03 -0.553068e-03 -0.553068e-03 -0.553068e-03
 -0.550404e-03 -0.550404e-03 -0.550404e-03 -0.550404e-03
 -0.547767e-03 -0.547767e-03 -0.547767e-03 -0.547767e-03
 -0.545156e-03 -0.545156e-03 -0.545156e-03 -0.545156e-03
 -0.542571e-03 -0.542571e-03 -0.542571e-03 -0.542571e-03
 -0.540011e-03 -0.540011e-03 -0.540011e-03 -0.540011e-03
 -0.537476e-03 -0.537476e-03 -0.537476e-03 -0.537476e-03
 -0.534965e-03 -0.534965e-03 -0.534965e-03 -0.534965e-03
 -0.162242e+01 -0.162242e+01 -0.162242e+01 -0.162242e+01
 -0.970399e+00 -0.970399e+00 -0.970399e+00 -0.970399e+00
 -0.466914e+00 -0.466914e+00 -0.466914e+00 -0.466914e+00
 -0.270476e+00 -0.270476e+00 -0.270476e+00 -0.270476e+00
 -0.175348e+00 -0.175348e+00 -0.175348e+00 -0.175348e+00
 -0.122671e+00 -0.122671e+00 -0.122671e+00 -0.122671e+00
 -0.907046e-01 -0.907046e-01 -0.907046e-01 -0.907046e-01
 -0.699724e-01 -0.699724e-01 -0.699724e-01 -0.699724e-01
 -0.558281e-01 -0.558281e-01 -0.558281e-01 -0.558281e-01
 -0.457856e-01 -0.457856e-01 -0.457856e-01 -0.457856e-01
 -0.384211e-01 -0.384211e-01 -0.384211e-01 -0.384211e-01
 -0.328737e-01 -0.328737e-01 -0.328737e-01 -0.328737e-01
 -0.285993e-01 -0.285993e-01 -0.285993e-01 -0.285993e-01
 -0.252408e-01 -0.252408e-01 -0.252408e-01 -0.252408e-01
 -0.225570e-01 -0.225570e-01 -0.225570e-01 -0.225570e-01
 -0.203798e-01 -0.203798e-01 -0.203798e-01 -0.203798e-01
 -0.185900e-01 -0.185900e-01 -0.185900e-01 -0.185900e-01
 -0.171009e-01 -0.171009e-01 -0.171009e-01 -0.171009e-01
 -0.158485e-01 -0.158485e-01 -0.158485e-01 -0.158485e-01
 -0.147848e-01 -0.147848e-01 -0.147848e-01 -0.147848e-01
 -0.138731e-01 -0.138731e-01 -0.138731e-01 -0.138731e-01
 -0.130852e-01 -0.130852e-01 -0.130852e-01 -0.130852e-01
 -0.123991e-01 -0.123991e-01 -0.123991e-01 -0.123991e-01
 -0.117974e-01 -0.117974e-01 -0.117974e-01 -0.117974e-01
 -0.112661e-01 -0.112661e-01 -0.112661e-01 -0.112661e-01
 -0.107943e-01 -0.107943e-01 -0.107943e-01 -0.107943e-01
 -0.103727e-01 -0.103727e-01 -0.103727e-01 -0.103727e-01
 -0.999412e-02 -0.999412e-02 -0.999412e-02 -0.999412e-02
 -0.965236e-02 -0.965236e-02 -0.965236e-02 -0.965236e-02
 -0.934242e-02 -0.934242e-02 -0.934242e-02 -0.934242e-02
 -0.906009e-02 -0.906009e-02 -0.906009e-02 -0.906009e-02
 -0.880184e-02 -0.880184e-02 -0.880184e-02 -0.880184e-02
 -0.856469e-02 -0.856469e-02 -0.856469e-02 -0.856469e-02
 -0.834612e-02 -0.834612e-02 -0.834612e-02 -0.834612e-02
 -0.814397e-02 -0.814397e-02 -0.814397e-02 -0.814397e-02
 -0.795639e-02 -0.795639e-02 -0.795639e-02 -0.795639e-02
 -0.778181e-02 -0.778181e-02 -0.778181e-02 -0.778181e-02
 -0.761884e-02 -0.761884e-02 -0.761884e-02 -0.761884e-02
 -0.746630e-02 -0.746630e-02 -0.746630e-02 -0.746630e-02
 -0.732314e-02 -0.732314e-02 -0.732314e-02 -0.732314e-02
 -0.718846e-02 -0.718846e-02 -0.718846e-02 -0.718846e-02
 -0.706147e-02 -0.706147e-02 -0.706147e-02 -0.706147e-02
 -0.694145e-02 -0.694145e-02 -0.694145e-02 -0.694145e-02
 -0.682780e-02 -0.682780e-02 -0.682780e-02 -0.682780e-02
 -0.671995e-02 -0.671995e-02 -0.671995e-02 -0.671995e-02
 -0.661743e-02 -0.661743e-02 -0.661743e-02 -0.661743e-02
 -0.651980e-02 -0.651980e-02 -0.651980e-02 -0.651980e-02
 -0.642666e-02 -0.642666e-02 -0.642666e-02 -0.642666e-02
 -0.633768e-02 -0.633768e-02 -0.633768e-02 -0.633768e-02
 -0.625253e-02 -0.625253e-02 -0.625253e-02 -0.625253e-02
 -0.617094e-02 -0.617094e-02 -0.617094e-02 -0.617094e-02
 -0.609264e-02 -0.609264e-02 -0.609264e-02 -0.609264e-02
 -0.601741e-02 -0.601741e-02 -0.601741e-02 -0.601741e-02
 -0.594505e-02 -0.594505e-02 -0.594505e-02 -0.594505e-02
 -0.587535e-02 -0.587535e-02 -0.587535e-02 -0.587535e-02
 -0.580814e-02 -0.580814e-02 -0.580814e-02 -0.580814e-02
 -0.574328e-02 -0.574328e-02 -0.574328e-02 -0.574328e-02
 -0.568060e-02 -0.568060e-02 -0.568060e-02 -0.568060e-02
 -0.561999e-02 -0.561999e-02 -0.561999e-02 -0.561999e-02
 -0.542240e-02 -0.542240e-02 -0.542240e-02 -0.542240e-02
 -0.512711e-02 -0.512711e-02 -0.512711e-02 -0.512711e-02
 -0.487401e-02 -0.487401e-02 -0.487401e-02 -0.487401e-02
 -0.465291e-02 -0.465291e-02 -0.465291e-02 -0.465291e-02
 -0.445686e-02 -0.445686e-02 -0.445686e-02 -0.445686e-02
 -0.428091e-02 -0.428091e-02 -0.428091e-02 -0.428091e-02
 -0.412145e-02 -0.412145e-02 -0.412145e-02 -0.412145e-02
 -0.397576e-02 -0.397576e-02 -0.397576e-02 -0.397576e-02
 -0.384174e-02 -0.384174e-02 -0.384174e-02 -0.384174e-02
 -0.371775e-02 -0.371775e-02 -0.371775e-02 -0.371775e-02
 -0.360247e-02 -0.360247e-02 -0.360247e-02 -0.360247e-02
 -0.349483e-02 -0.349483e-02 -0.349483e-02 -0.349483e-02
 -0.339394e-02 -0.339394e-02 -0.339394e-02 -0.339394e-02
 -0.329908e-02 -0.329908e-02 -0.329908e-02 -0.329908e-02
 -0.320963e-02 -0.320963e-02 -0.320963e-02 -0.320963e-02
 -0.312507e-02 -0.312507e-02 -0.312507e-02 -0.312507e-02
 -0.304494e-02 -0.304494e-02 -0.304494e-02 -0.304494e-02
 -0.296885e-02 -0.296885e-02 -0.296885e-02 -0.296885e-02
 -0.289647e-02 -0.289647e-02 -0.289647e-02 -0.289647e-02
 -0.282749e-02 -0.282749e-02 -0.282749e-02 -0.282749e-02
 -0.276167e-02 -0.276167e-02 -0.276167e-02 -0.276167e-02
 -0.269876e-02 -0.269876e-02 -0.269876e-02 -0.269876e-02
 -0.263856e-02 -0.263856e-02 -0.263856e-02 -0.263856e-02
 -0.258089e-02 -0.258089e-02 -0.258089e-02 -0.258089e-02
 -0.252558e-02 -0.252558e-02 -0.252558e-02 -0.252558e-02
 -0.247248e-02 -0.247248e-02 -0.247248e-02 -0.247248e-02
 -0.242145e-02 -0.242145e-02 -0.242145e-02 -0.242145e-02
 -0.237237e-02 -0.237237e-02 -0.237237e-02 -0.237237e-02
 -0.232512e-02 -0.232512e-02 -0.232512e-02 -0.232512e-02
 -0.227962e-02 -0.227962e-02 -0.227962e-02 -0.227962e-02
 -0.223575e-02 -0.223575e-02 -0.223575e-02 -0.223575e-02
 -0.219343e-02 -0.219343e-02 -0.219343e-02 -0.219343e-02
 -0.215258e-02 -0.215258e-02 -0.215258e-02 -0.215258e-02
 -0.211313e-02 -0.211313e-02 -0.211313e-02 -0.211313e-02
 -0.207500e-02 -0.207500e-02 -0.207500e-02 -0.207500e-02
 -0.203814e-02 -0.203814e-02 -0.203814e-02 -0.203814e-02
 -0.200248e-02 -0.200248e-02 -0.200248e-02 -0.200248e-02
 -0.196797e-02 -0.196797e-02 -0.196797e-02 -0.196797e-02
 -0.193455e-02 -0.193455e-02 -0.193455e-02 -0.193455e-02
 -0.190217e-02 -0.190217e-02 -0.190217e-02 -0.190217e-02
 -0.187080e-02 -0.187080e-02 -0.187080e-02 -0.187080e-02
 -0.184037e-02 -0.184037e-02 -0.184037e-02 -0.184037e-02
 -0.181087e-02 -0.181087e-02 -0.181087e-02 -0.181087e-02
 -0.178224e-02 -0.178224e-02 -0.178224e-02 -0.178224e-02
 -0.175444e-02 -0.175444e-02 -0.175444e-02 -0.175444e-02
 -0.172746e-02 -0.172746e-02 -0.172746e-02 -0.172746e-02
 -0.170124e-02 -0.170124e-02 -0.170124e-02 -0.170124e-02
 -0.167577e-02 -0.167577e-02 -0.167577e-02 -0.167577e-02
 -0.165101e-02 -0.165101e-02 -0.165101e-02 -0.165101e-02
 -0.162693e-02 -0.162693e-02 -0.162693e-02 -0.162693e-02
 -0.160352e-02 -0.160352e-02 -0.160352e-02 -0.160352e-02
 -0.158073e-02 -0.158073e-02 -0.158073e-02 -0.158073e-02
 -0.155856e-02 -0.155856e-02 -0.155856e-02 -0.155856e-02
 -0.153697e-02 -0.153697e-02 -0.153697e-02 -0.153697e-02
 -0.151596e-02 -0.151596e-02 -0.151596e-02 -0.151596e-02
 -0.149548e-02 -0.149548e-02 -0.149548e-02 -0.149548e-02
 -0.147553e-02 -0.147553e-02 -0.147553e-02 -0.147553e-02
 -0.145609e-02 -0.145609e-02 -0.145609e-02 -0.145609e-02
 -0.143714e-02 -0.143714e-02 -0.143714e-02 -0.143714e-02
 -0.141866e-02 -0.141866e-02 -0.141866e-02 -0.141866e-02
 -0.140063e-02 -0.140063e-02 -0.140063e-02 -0.140063e-02
 -0.138305e-02 -0.138305e-02 -0.138305e-02 -0.138305e-02
 -0.136589e-02 -0.136589e-02 -0.136589e-02 -0.136589e-02
 -0.134914e-02 -0.134914e-02 -0.134914e-02 -0.134914e-02
 -0.133279e-02 -0.133279e-02 -0.133279e-02 -0.133279e-02
 -0.131682e-02 -0.131682e-02 -0.131682e-02 -0.131682e-02
 -0.130123e-02 -0.130123e-02 -0.130123e-02 -0.130123e-02
 -0.128599e-02 -0.128599e-02 -0.128599e-02 -0.128599e-02
 -0.127110e-02 -0.127110e-02 -0.127110e-02 -0.127110e-02
 -0.125655e-02 -0.125655e-02 -0.125655e-02 -0.125655e-02
 -0.124232e-02 -0.124232e-02 -0.124232e-02 -0.124232e-02
 -0.122841e-02 -0.122841e-02 -0.122841e-02 -0.122841e-02
 -0.121481e-02 -0.121481e-02 -0.121481e-02 -0.121481e-02
 -0.120150e-02 -0.120150e-02 -0.120150e-02 -0.120150e-02
 -0.118848e-02 -0.118848e-02 -0.118848e-02 -0.118848e-02
 -0.117574e-02 -0.117574e-02 -0.117574e-02 -0.117574e-02
 -0.116326e-02 -0.116326e-02 -0.116326e-02 -0.116326e-02
 -0.115105e-02 -0.115105e-02 -0.115105e-02 -0.115105e-02
 -0.113910e-02 -0.113910e-02 -0.113910e-02 -0.113910e-02
 -0.112739e-02 -0.112739e-02 -0.112739e-02 -0.112739e-02
 -0.111592e-02 -0.111592e-02 -0.111592e-02 -0.111592e-02
 -0.110468e-02 -0.110468e-02 -0.110468e-02 -0.110468e-02
 -0.109366e-02 -0.109366e-02 -0.109366e-02 -0.109366e-02
 -0.108287e-02 -0.108287e-02 -0.108287e-02 -0.108287e-02
 -0.107229e-02 -0.107229e-02 -0.107229e-02 -0.107229e-02
 -0.106192e-02 -0.106192e-02 -0.106192e-02 -0.106192e-02
 -0.105174e-02 -0.105174e-02 -0.105174e-02 -0.105174e-02
 -0.104177e-02 -0.104177e-02 -0.104177e-02 -0.104177e-02
 -0.103198e-02 -0.103198e-02 -0.103198e-02 -0.103198e-02
 -0.102238e-02 -0.102238e-02 -0.102238e-02 -0.102238e-02
 -0.101295e-02 -0.101295e-02 -0.101295e-02 -0.101295e-02
 -0.100371e-02 -0.100371e-02 -0.100371e-02 -0.100371e-02
 -0.994629e-03 -0.994629e-03 -0.994629e-03 -0.994629e-03
 -0.985718e-03 -0.985718e-03 -0.985718e-03 -0.985718e-03
 -0.976968e-03 -0.976968e-03 -0.976968e-03 -0.976968e-03
 -0.968374e-03 -0.968374e-03 -0.968374e-03 -0.968374e-03
 -0.959934e-03 -0.959934e-03 -0.959934e-03 -0.959934e-03
 -0.951643e-03 -0.951643e-03 -0.951643e-03 -0.951643e-03
 -0.943497e-03 -0.943497e-03 -0.943497e-03 -0.943497e-03
 -0.935492e-03 -0.935492e-03 -0.935492e-03 -0.935492e-03
 -0.927625e-03 -0.927625e-03 -0.927625e-03 -0.927625e-03
 -0.919893e-03 -0.919893e-03 -0.919893e-03 -0.919893e-03
 -0.912291e-03 -0.912291e-03 -0.912291e-03 -0.912291e-03
 -0.904817e-03 -0.904817e-03 -0.904817e-03 -0.904817e-03
 -0.897468e-03 -0.897468e-03 -0.897468e-03 -0.897468e-03
 -0.890242e-03 -0.890242e-03 -0.890242e-03 -0.890242e-03
 -0.883132e-03 -0.883132e-03 -0.883132e-03 -0.883132e-03
 -0.876139e-03 -0.876139e-03 -0.876139e-03 -0.876139e-03
 -0.869259e-03 -0.869259e-03 -0.869259e-03 -0.869259e-03
 -0.862489e-03 -0.862489e-03 -0.862489e-03 -0.862489e-03
 -0.855827e-03 -0.855827e-03 -0.855827e-03 -0.855827e-03
 -0.849270e-03 -0.849270e-03 -0.849270e-03 -0.849270e-03
 -0.842815e-03 -0.842815e-03 -0.842815e-03 -0.842815e-03
 -0.836461e-03 -0.836461e-03 -0.836461e-03 -0.836461e-03
 -0.830205e-03 -0.830205e-03 -0.830205e-03 -0.830205e-03
 -0.824045e-03 -0.824045e-03 -0.824045e-03 -0.824045e-03
 -0.817978e-03 -0.817978e-03 -0.817978e-03 -0.817978e-03
 -0.812003e-03 -0.812003e-03 -0.812003e-03 -0.812003e-03
 -0.806117e-03 -0.806117e-03 -0.806117e-03 -0.806117e-03
 -0.800318e-03 -0.800318e-03 -0.800318e-03 -0.800318e-03
 -0.794605e-03 -0.794605e-03 -0.794605e-03 -0.794605e-03
 -0.788976e-03 -0.788976e-03 -0.788976e-03 -0.788976e-03
 -0.783428e-03 -0.783428e-03 -0.783428e-03 -0.783428e-03
 -0.777961e-03 -0.777961e-03 -0.777961e-03 -0.777961e-03
 -0.772572e-03 -0.772572e-03 -0.772572e-03 -0.772572e-03
 -0.767259e-03 -0.767259e-03 -0.767259e-03 -0.767259e-03
 -0.762022e-03 -0.762022e-03 -0.762022e-03 -0.762022e-03
 -0.756858e-03 -0.756858e-03 -0.756858e-03 -0.756858e-03
 -0.751766e-03 -0.751766e-03 -0.751766e-03 -0.751766e-03
 -0.746744e-03 -0.746744e-03 -0.746744e-03 -0.746744e-03
 -0.741791e-03 -0.741791e-03 -0.741791e-03 -0.741791e-03
 -0.736906e-03 -0.736906e-03 -0.736906e-03 -0.736906e-03
 -0.732087e-03 -0.732087e-03 -0.732087e-03 -0.732087e-03
 -0.727332e-03 -0.727332e-03 -0.727332e-03 -0.727332e-03
 -0.722642e-03 -0.722642e-03 -0.722642e-03 -0.722642e-03
 -0.718013e-03 -0.718013e-03 -0.718013e-03 -0.718013e-03
 -0.713445e-03 -0.713445e-03 -0.713445e-03 -0.713445e-03
 -0.708938e-03 -0.708938e-03 -0.708938e-03 -0.708938e-03
 -0.704488e-03 -0.704488e-03 -0.704488e-03 -0.704488e-03
 -0.700097e-03 -0.700097e-03 -0.700097e-03 -0.700097e-03
 -0.695761e-03 -0.695761e-03 -0.695761e-03 -0.695761e-03
 -0.691481e-03 -0.691481e-03 -0.691481e-03 -0.691481e-03
 -0.687255e-03 -0.687255e-03 -0.687255e-03 -0.687255e-03
 -0.683083e-03 -0.683083e-03 -0.683083e-03 -0.683083e-03
 -0.678962e-03 -0.678962e-03 -0.678962e-03 -0.678962e-03
 -0.674893e-03 -0.674893e-03 -0.674893e-03 -0.674893e-03
 -0.670874e-03 -0.670874e-03 -0.670874e-03 -0.670874e-03
 -0.666904e-03 -0.666904e-03 -0.666904e-03 -0.666904e-03
 -0.662982e-03 -0.662982e-03 -0.662982e-03 -0.662982e-03
 -0.659109e-03 -0.659109e-03 -0.659109e-03 -0.659109e-03
 -0.655281e-03 -0.655281e-03 -0.655281e-03 -0.655281e-03
 -0.651500e-03 -0.651500e-03 -0.651500e-03 -0.651500e-03
 -0.647763e-03 -0.647763e-03 -0.647763e-03 -0.647763e-03
 -0.644071e-03 -0.644071e-03 -0.644071e-03 -0.644071e-03
 -0.640422e-03 -0.640422e-03 -0.640422e-03 -0.640422e-03
 -0.636816e-03 -0.636816e-03 -0.636816e-03 -0.636816e-03
 -0.633251e-03 -0.633251e-03 -0.633251e-03 -0.633251e-03
 -0.629728e-03 -0.629728e-03 -0.629728e-03 -0.629728e-03
 -0.626245e-03 -0.626245e-03 -0.626245e-03 -0.626245e-03
 -0.622802e-03 -0.622802e-03 -0.622802e-03 -0.622802e-03
 -0.619397e-03 -0.619397e-03 -0.619397e-03 -0.619397e-03
 -0.616032e-03 -0.616032e-03 -0.616032e-03 -0.616032e-03
 -0.612703e-03 -0.612703e-03 -0.612703e-03 -0.612703e-03
 -0.609412e-03 -0.609412e-03 -0.609412e-03 -0.609412e-03
 -0.606158e-03 -0.606158e-03 -0.606158e-03 -0.606158e-03
 -0.602939e-03 -0.602939e-03 -0.602939e-03 -0.602939e-03
 -0.599755e-03 -0.599755e-03 -0.599755e-03 -0.599755e-03
 -0.596607e-03 -0.596607e-03 -0.596607e-03 -0.596607e-03
 -0.593492e-03 -0.593492e-03 -0.593492e-03 -0.593492e-03
 -0.590410e-03 -0.590410e-03 -0.590410e-03 -0.590410e-03
 -0.587362e-03 -0.587362e-03 -0.587362e-03 -0.587362e-03
 -0.584346e-03 -0.584346e-03 -0.584346e-03 -0.584346e-03
 -0.581363e-03 -0.581363e-03 -0.581363e-03 -0.581363e-03
 -0.578410e-03 -0.578410e-03 -0.578410e-03 -0.578410e-03
 -0.575489e-03 -0.575489e-03 -0.575489e-03 -0.575489e-03
 -0.572598e-03 -0.572598e-03 -0.572598e-03 -0.572598e-03
 -0.569736e-03 -0.569736e-03 -0.569736e-03 -0.569736e-03
 -0.566905e-03 -0.566905e-03 -0.566905e-03 -0.566905e-03
 -0.564102e-03 -0.564102e-03 -0.564102e-03 -0.564102e-03
 -0.561328e-03 -0.561328e-03 -0.561328e-03 -0.561328e-03
 -0.558582e-03 -0.558582e-03 -0.558582e-03 -0.558582e-03
 -0.555864e-03 -0.555864e-03 -0.555864e-03 -0.555864e-03
 -0.553173e-03 -0.553173e-03 -0.553173e-03 -0.553173e-03
 -0.550509e-03 -0.550509e-03 -0.550509e-03 -0.550509e-03
 -0.547871e-03 -0.547871e-03 -0.547871e-03 -0.547871e-03
 -0.545260e-03 -0.545260e-03 -0.545260e-03 -0.545260e-03
 -0.542674e-03 -0.542674e-03 -0.542674e-03 -0.542674e-03
 -0.540114e-03 -0.540114e-03 -0.540114e-03 -0.540114e-03
 -0.537578e-03 -0.537578e-03 -0.537578e-03 -0.537578e-03
 -0.535067e-03 -0.535067e-03 -0.535067e-03 -0.535067e-03
 -0.164722e+01 -0.164722e+01 -0.164722e+01 -0.164722e+01
 -0.909455e+00 -0.909455e+00 -0.909455e+00 -0.909455e+00
 -0.438422e+00 -0.438422e+00 -0.438422e+00 -0.438422e+00
 -0.254421e+00 -0.254421e+00 -0.254421e+00 -0.254421e+00
 -0.165211e+00 -0.165211e+00 -0.165211e+00 -0.165211e+00
 -0.115761e+00 -0.115761e+00 -0.115761e+00 -0.115761e+00
 -0.857284e-01 -0.857284e-01 -0.857284e-01 -0.857284e-01
 -0.662373e-01 -0.662373e-01 -0.662373e-01 -0.662373e-01
 -0.529329e-01 -0.529329e-01 -0.529329e-01 -0.529329e-01
 -0.434828e-01 -0.434828e-01 -0.434828e-01 -0.434828e-01
 -0.365506e-01 -0.365506e-01 -0.365506e-01 -0.365506e-01
 -0.313276e-01 -0.313276e-01 -0.313276e-01 -0.313276e-01
 -0.273021e-01 -0.273021e-01 -0.273021e-01 -0.273021e-01
 -0.241388e-01 -0.241388e-01 -0.241388e-01 -0.241388e-01
