 R11 R12 R21 R22
 -0.845101e-05 -0.845101e-05 -0.845101e-05 -0.845101e-05
 -0.830088e-05 -0.830088e-05 -0.830088e-05 -0.830088e-05
 -0.815429e-05 -0.815429e-05 -0.815429e-05 -0.815429e-05
 -0.801112e-05 -0.801112e-05 -0.801112e-05 -0.801112e-05
 -0.787129e-05 -0.787129e-05 -0.787129e-05 -0.787129e-05
 -0.773469e-05 -0.773469e-05 -0.773469e-05 -0.773469e-05
 -0.760124e-05 -0.760124e-05 -0.760124e-05 -0.760124e-05
 -0.747083e-05 -0.747083e-05 -0.747083e-05 -0.747083e-05
 -0.734339e-05 -0.734339e-05 -0.734339e-05 -0.734339e-05
 -0.721883e-05 -0.721883e-05 -0.721883e-05 -0.721883e-05
 -0.709707e-05 -0.709707e-05 -0.709707e-05 -0.709707e-05
 -0.697804e-05 -0.697804e-05 -0.697804e-05 -0.697804e-05
 -0.686165e-05 -0.686165e-05 -0.686165e-05 -0.686165e-05
 -0.674783e-05 -0.674783e-05 -0.674783e-05 -0.674783e-05
 -0.663651e-05 -0.663651e-05 -0.663651e-05 -0.663651e-05
 -0.652763e-05 -0.652763e-05 -0.652763e-05 -0.652763e-05
 -0.642112e-05 -0.642112e-05 -0.642112e-05 -0.642112e-05
 -0.631691e-05 -0.631691e-05 -0.631691e-05 -0.631691e-05
 -0.621494e-05 -0.621494e-05 -0.621494e-05 -0.621494e-05
 -0.611516e-05 -0.611516e-05 -0.611516e-05 -0.611516e-05
 -0.601750e-05 -0.601750e-05 -0.601750e-05 -0.601750e-05
 -0.592190e-05 -0.592190e-05 -0.592190e-05 -0.592190e-05
 -0.582832e-05 -0.582832e-05 -0.582832e-05 -0.582832e-05
 -0.573670e-05 -0.573670e-05 -0.573670e-05 -0.573670e-05
 -0.564699e-05 -0.564699e-05 -0.564699e-05 -0.564699e-05
 -0.555914e-05 -0.555914e-05 -0.555914e-05 -0.555914e-05
 -0.547310e-05 -0.547310e-05 -0.547310e-05 -0.547310e-05
 -0.538883e-05 -0.538883e-05 -0.538883e-05 -0.538883e-05
 -0.530628e-05 -0.530628e-05 -0.530628e-05 -0.530628e-05
 -0.522540e-05 -0.522540e-05 -0.522540e-05 -0.522540e-05
 -0.514616e-05 -0.514616e-05 -0.514616e-05 -0.514616e-05
 -0.506852e-05 -0.506852e-05 -0.506852e-05 -0.506852e-05
 -0.499242e-05 -0.499242e-05 -0.499242e-05 -0.499242e-05
 -0.491784e-05 -0.491784e-05 -0.491784e-05 -0.491784e-05
 -0.168197e+03 -0.168197e+03 -0.168197e+03 -0.168197e+03
 -0.181090e+03 -0.181090e+03 -0.181090e+03 -0.181090e+03
 -0.128762e+03 -0.128762e+03 -0.128762e+03 -0.128762e+03
 -0.868760e+02 -0.868760e+02 -0.868760e+02 -0.868760e+02
 -0.595312e+02 -0.595312e+02 -0.595312e+02 -0.595312e+02
 -0.419873e+02 -0.419873e+02 -0.419873e+02 -0.419873e+02
 -0.304981e+02 -0.304981e+02 -0.304981e+02 -0.304981e+02
 -0.227511e+02 -0.227511e+02 -0.227511e+02 -0.227511e+02
 -0.173722e+02 -0.173722e+02 -0.173722e+02 -0.173722e+02
 -0.135365e+02 -0.135365e+02 -0.135365e+02 -0.135365e+02
 -0.107341e+02 -0.107341e+02 -0.107341e+02 -0.107341e+02
 -0.864311e+01 -0.864311e+01 -0.864311e+01 -0.864311e+01
 -0.705326e+01 -0.705326e+01 -0.705326e+01 -0.705326e+01
 -0.582449e+01 -0.582449e+01 -0.582449e+01 -0.582449e+01
 -0.486079e+01 -0.486079e+01 -0.486079e+01 -0.486079e+01
 -0.409511e+01 -0.409511e+01 -0.409511e+01 -0.409511e+01
 -0.347955e+01 -0.347955e+01 -0.347955e+01 -0.347955e+01
 -0.297936e+01 -0.297936e+01 -0.297936e+01 -0.297936e+01
 -0.256878e+01 -0.256878e+01 -0.256878e+01 -0.256878e+01
 -0.222935e+01 -0.222935e+01 -0.222935e+01 -0.222935e+01
 -0.194594e+01 -0.194594e+01 -0.194594e+01 -0.194594e+01
 -0.170799e+01 -0.170799e+01 -0.170799e+01 -0.170799e+01
 -0.150672e+01 -0.150672e+01 -0.150672e+01 -0.150672e+01
 -0.133537e+01 -0.133537e+01 -0.133537e+01 -0.133537e+01
 -0.118872e+01 -0.118872e+01 -0.118872e+01 -0.118872e+01
 -0.106258e+01 -0.106258e+01 -0.106258e+01 -0.106258e+01
 -0.953584e+00 -0.953584e+00 -0.953584e+00 -0.953584e+00
 -0.858934e+00 -0.858934e+00 -0.858934e+00 -0.858934e+00
 -0.776359e+00 -0.776359e+00 -0.776359e+00 -0.776359e+00
 -0.701476e+00 -0.701476e+00 -0.701476e+00 -0.701476e+00
 -0.635594e+00 -0.635594e+00 -0.635594e+00 -0.635594e+00
 -0.579368e+00 -0.579368e+00 -0.579368e+00 -0.579368e+00
 -0.526833e+00 -0.526833e+00 -0.526833e+00 -0.526833e+00
 -0.480383e+00 -0.480383e+00 -0.480383e+00 -0.480383e+00
 -0.440459e+00 -0.440459e+00 -0.440459e+00 -0.440459e+00
 -0.404177e+00 -0.404177e+00 -0.404177e+00 -0.404177e+00
 -0.371951e+00 -0.371951e+00 -0.371951e+00 -0.371951e+00
 -0.342500e+00 -0.342500e+00 -0.342500e+00 -0.342500e+00
 -0.316033e+00 -0.316033e+00 -0.316033e+00 -0.316033e+00
 -0.292090e+00 -0.292090e+00 -0.292090e+00 -0.292090e+00
 -0.270571e+00 -0.270571e+00 -0.270571e+00 -0.270571e+00
 -0.250824e+00 -0.250824e+00 -0.250824e+00 -0.250824e+00
 -0.232957e+00 -0.232957e+00 -0.232957e+00 -0.232957e+00
 -0.216604e+00 -0.216604e+00 -0.216604e+00 -0.216604e+00
 -0.201690e+00 -0.201690e+00 -0.201690e+00 -0.201690e+00
 -0.187997e+00 -0.187997e+00 -0.187997e+00 -0.187997e+00
 -0.175550e+00 -0.175550e+00 -0.175550e+00 -0.175550e+00
 -0.164069e+00 -0.164069e+00 -0.164069e+00 -0.164069e+00
 -0.153560e+00 -0.153560e+00 -0.153560e+00 -0.153560e+00
 -0.143862e+00 -0.143862e+00 -0.143862e+00 -0.143862e+00
 -0.134926e+00 -0.134926e+00 -0.134926e+00 -0.134926e+00
 -0.126693e+00 -0.126693e+00 -0.126693e+00 -0.126693e+00
 -0.119078e+00 -0.119078e+00 -0.119078e+00 -0.119078e+00
 -0.112048e+00 -0.112048e+00 -0.112048e+00 -0.112048e+00
 -0.105523e+00 -0.105523e+00 -0.105523e+00 -0.105523e+00
 -0.994815e-01 -0.994815e-01 -0.994815e-01 -0.994815e-01
 -0.938613e-01 -0.938613e-01 -0.938613e-01 -0.938613e-01
 -0.886477e-01 -0.886477e-01 -0.886477e-01 -0.886477e-01
 -0.837889e-01 -0.837889e-01 -0.837889e-01 -0.837889e-01
 -0.692459e-01 -0.692459e-01 -0.692459e-01 -0.692459e-01
 -0.510326e-01 -0.510326e-01 -0.510326e-01 -0.510326e-01
 -0.385201e-01 -0.385201e-01 -0.385201e-01 -0.385201e-01
 -0.296934e-01 -0.296934e-01 -0.296934e-01 -0.296934e-01
 -0.233159e-01 -0.233159e-01 -0.233159e-01 -0.233159e-01
 -0.186136e-01 -0.186136e-01 -0.186136e-01 -0.186136e-01
 -0.150793e-01 -0.150793e-01 -0.150793e-01 -0.150793e-01
 -0.123416e-01 -0.123416e-01 -0.123416e-01 -0.123416e-01
 -0.101305e-01 -0.101305e-01 -0.101305e-01 -0.101305e-01
 -0.840249e-02 -0.840249e-02 -0.840249e-02 -0.840249e-02
 -0.703564e-02 -0.703564e-02 -0.703564e-02 -0.703564e-02
 -0.594240e-02 -0.594240e-02 -0.594240e-02 -0.594240e-02
 -0.505903e-02 -0.505903e-02 -0.505903e-02 -0.505903e-02
 -0.433853e-02 -0.433853e-02 -0.433853e-02 -0.433853e-02
 -0.374580e-02 -0.374580e-02 -0.374580e-02 -0.374580e-02
 -0.325428e-02 -0.325428e-02 -0.325428e-02 -0.325428e-02
 -0.284365e-02 -0.284365e-02 -0.284365e-02 -0.284365e-02
 -0.249823e-02 -0.249823e-02 -0.249823e-02 -0.249823e-02
 -0.220581e-02 -0.220581e-02 -0.220581e-02 -0.220581e-02
 -0.195675e-02 -0.195675e-02 -0.195675e-02 -0.195675e-02
 -0.174345e-02 -0.174345e-02 -0.174345e-02 -0.174345e-02
 -0.155979e-02 -0.155979e-02 -0.155979e-02 -0.155979e-02
 -0.140087e-02 -0.140087e-02 -0.140087e-02 -0.140087e-02
 -0.126271e-02 -0.126271e-02 -0.126271e-02 -0.126271e-02
 -0.114208e-02 -0.114208e-02 -0.114208e-02 -0.114208e-02
 -0.103631e-02 -0.103631e-02 -0.103631e-02 -0.103631e-02
 -0.943199e-03 -0.943199e-03 -0.943199e-03 -0.943199e-03
 -0.860931e-03 -0.860931e-03 -0.860931e-03 -0.860931e-03
 -0.787982e-03 -0.787982e-03 -0.787982e-03 -0.787982e-03
 -0.723080e-03 -0.723080e-03 -0.723080e-03 -0.723080e-03
 -0.665152e-03 -0.665152e-03 -0.665152e-03 -0.665152e-03
 -0.613290e-03 -0.613290e-03 -0.613290e-03 -0.613290e-03
 -0.566724e-03 -0.566724e-03 -0.566724e-03 -0.566724e-03
 -0.524797e-03 -0.524797e-03 -0.524797e-03 -0.524797e-03
 -0.486948e-03 -0.486948e-03 -0.486948e-03 -0.486948e-03
 -0.452692e-03 -0.452692e-03 -0.452692e-03 -0.452692e-03
 -0.421614e-03 -0.421614e-03 -0.421614e-03 -0.421614e-03
 -0.393353e-03 -0.393353e-03 -0.393353e-03 -0.393353e-03
 -0.367596e-03 -0.367596e-03 -0.367596e-03 -0.367596e-03
 -0.344073e-03 -0.344073e-03 -0.344073e-03 -0.344073e-03
 -0.322545e-03 -0.322545e-03 -0.322545e-03 -0.322545e-03
 -0.302804e-03 -0.302804e-03 -0.302804e-03 -0.302804e-03
 -0.284668e-03 -0.284668e-03 -0.284668e-03 -0.284668e-03
 -0.267976e-03 -0.267976e-03 -0.267976e-03 -0.267976e-03
 -0.252587e-03 -0.252587e-03 -0.252587e-03 -0.252587e-03
 -0.238375e-03 -0.238375e-03 -0.238375e-03 -0.238375e-03
 -0.225228e-03 -0.225228e-03 -0.225228e-03 -0.225228e-03
 -0.213048e-03 -0.213048e-03 -0.213048e-03 -0.213048e-03
 -0.201747e-03 -0.201747e-03 -0.201747e-03 -0.201747e-03
 -0.191246e-03 -0.191246e-03 -0.191246e-03 -0.191246e-03
 -0.181476e-03 -0.181476e-03 -0.181476e-03 -0.181476e-03
 -0.172372e-03 -0.172372e-03 -0.172372e-03 -0.172372e-03
 -0.163879e-03 -0.163879e-03 -0.163879e-03 -0.163879e-03
 -0.155945e-03 -0.155945e-03 -0.155945e-03 -0.155945e-03
 -0.148525e-03 -0.148525e-03 -0.148525e-03 -0.148525e-03
 -0.141577e-03 -0.141577e-03 -0.141577e-03 -0.141577e-03
 -0.135064e-03 -0.135064e-03 -0.135064e-03 -0.135064e-03
 -0.128952e-03 -0.128952e-03 -0.128952e-03 -0.128952e-03
 -0.123210e-03 -0.123210e-03 -0.123210e-03 -0.123210e-03
 -0.117810e-03 -0.117810e-03 -0.117810e-03 -0.117810e-03
 -0.112727e-03 -0.112727e-03 -0.112727e-03 -0.112727e-03
 -0.107937e-03 -0.107937e-03 -0.107937e-03 -0.107937e-03
 -0.103420e-03 -0.103420e-03 -0.103420e-03 -0.103420e-03
 -0.991558e-04 -0.991558e-04 -0.991558e-04 -0.991558e-04
 -0.951267e-04 -0.951267e-04 -0.951267e-04 -0.951267e-04
 -0.913168e-04 -0.913168e-04 -0.913168e-04 -0.913168e-04
 -0.877109e-04 -0.877109e-04 -0.877109e-04 -0.877109e-04
 -0.842955e-04 -0.842955e-04 -0.842955e-04 -0.842955e-04
 -0.810580e-04 -0.810580e-04 -0.810580e-04 -0.810580e-04
 -0.779867e-04 -0.779867e-04 -0.779867e-04 -0.779867e-04
 -0.750710e-04 -0.750710e-04 -0.750710e-04 -0.750710e-04
 -0.723011e-04 -0.723011e-04 -0.723011e-04 -0.723011e-04
 -0.696677e-04 -0.696677e-04 -0.696677e-04 -0.696677e-04
 -0.671624e-04 -0.671624e-04 -0.671624e-04 -0.671624e-04
 -0.647775e-04 -0.647775e-04 -0.647775e-04 -0.647775e-04
 -0.625058e-04 -0.625058e-04 -0.625058e-04 -0.625058e-04
 -0.603403e-04 -0.603403e-04 -0.603403e-04 -0.603403e-04
 -0.582751e-04 -0.582751e-04 -0.582751e-04 -0.582751e-04
 -0.563042e-04 -0.563042e-04 -0.563042e-04 -0.563042e-04
 -0.544222e-04 -0.544222e-04 -0.544222e-04 -0.544222e-04
 -0.526241e-04 -0.526241e-04 -0.526241e-04 -0.526241e-04
 -0.509053e-04 -0.509053e-04 -0.509053e-04 -0.509053e-04
 -0.492613e-04 -0.492613e-04 -0.492613e-04 -0.492613e-04
 -0.476882e-04 -0.476882e-04 -0.476882e-04 -0.476882e-04
 -0.461819e-04 -0.461819e-04 -0.461819e-04 -0.461819e-04
 -0.447391e-04 -0.447391e-04 -0.447391e-04 -0.447391e-04
 -0.433563e-04 -0.433563e-04 -0.433563e-04 -0.433563e-04
 -0.420305e-04 -0.420305e-04 -0.420305e-04 -0.420305e-04
 -0.407586e-04 -0.407586e-04 -0.407586e-04 -0.407586e-04
 -0.395380e-04 -0.395380e-04 -0.395380e-04 -0.395380e-04
 -0.383660e-04 -0.383660e-04 -0.383660e-04 -0.383660e-04
 -0.372402e-04 -0.372402e-04 -0.372402e-04 -0.372402e-04
 -0.361584e-04 -0.361584e-04 -0.361584e-04 -0.361584e-04
 -0.351185e-04 -0.351185e-04 -0.351185e-04 -0.351185e-04
 -0.341183e-04 -0.341183e-04 -0.341183e-04 -0.341183e-04
 -0.331559e-04 -0.331559e-04 -0.331559e-04 -0.331559e-04
 -0.322297e-04 -0.322297e-04 -0.322297e-04 -0.322297e-04
 -0.313378e-04 -0.313378e-04 -0.313378e-04 -0.313378e-04
 -0.304788e-04 -0.304788e-04 -0.304788e-04 -0.304788e-04
 -0.296510e-04 -0.296510e-04 -0.296510e-04 -0.296510e-04
 -0.288531e-04 -0.288531e-04 -0.288531e-04 -0.288531e-04
 -0.280838e-04 -0.280838e-04 -0.280838e-04 -0.280838e-04
 -0.273417e-04 -0.273417e-04 -0.273417e-04 -0.273417e-04
 -0.266256e-04 -0.266256e-04 -0.266256e-04 -0.266256e-04
 -0.259344e-04 -0.259344e-04 -0.259344e-04 -0.259344e-04
 -0.252671e-04 -0.252671e-04 -0.252671e-04 -0.252671e-04
 -0.246225e-04 -0.246225e-04 -0.246225e-04 -0.246225e-04
 -0.239998e-04 -0.239998e-04 -0.239998e-04 -0.239998e-04
 -0.233979e-04 -0.233979e-04 -0.233979e-04 -0.233979e-04
 -0.228161e-04 -0.228161e-04 -0.228161e-04 -0.228161e-04
 -0.222535e-04 -0.222535e-04 -0.222535e-04 -0.222535e-04
 -0.217093e-04 -0.217093e-04 -0.217093e-04 -0.217093e-04
 -0.211828e-04 -0.211828e-04 -0.211828e-04 -0.211828e-04
 -0.206732e-04 -0.206732e-04 -0.206732e-04 -0.206732e-04
 -0.201798e-04 -0.201798e-04 -0.201798e-04 -0.201798e-04
 -0.197021e-04 -0.197021e-04 -0.197021e-04 -0.197021e-04
 -0.192393e-04 -0.192393e-04 -0.192393e-04 -0.192393e-04
 -0.187910e-04 -0.187910e-04 -0.187910e-04 -0.187910e-04
 -0.183566e-04 -0.183566e-04 -0.183566e-04 -0.183566e-04
 -0.179354e-04 -0.179354e-04 -0.179354e-04 -0.179354e-04
 -0.175271e-04 -0.175271e-04 -0.175271e-04 -0.175271e-04
 -0.171310e-04 -0.171310e-04 -0.171310e-04 -0.171310e-04
 -0.167469e-04 -0.167469e-04 -0.167469e-04 -0.167469e-04
 -0.163742e-04 -0.163742e-04 -0.163742e-04 -0.163742e-04
 -0.160124e-04 -0.160124e-04 -0.160124e-04 -0.160124e-04
 -0.156613e-04 -0.156613e-04 -0.156613e-04 -0.156613e-04
 -0.153203e-04 -0.153203e-04 -0.153203e-04 -0.153203e-04
 -0.149892e-04 -0.149892e-04 -0.149892e-04 -0.149892e-04
 -0.146676e-04 -0.146676e-04 -0.146676e-04 -0.146676e-04
 -0.143551e-04 -0.143551e-04 -0.143551e-04 -0.143551e-04
 -0.140515e-04 -0.140515e-04 -0.140515e-04 -0.140515e-04
 -0.137563e-04 -0.137563e-04 -0.137563e-04 -0.137563e-04
 -0.134694e-04 -0.134694e-04 -0.134694e-04 -0.134694e-04
 -0.131904e-04 -0.131904e-04 -0.131904e-04 -0.131904e-04
 -0.129191e-04 -0.129191e-04 -0.129191e-04 -0.129191e-04
 -0.126552e-04 -0.126552e-04 -0.126552e-04 -0.126552e-04
 -0.123984e-04 -0.123984e-04 -0.123984e-04 -0.123984e-04
 -0.121485e-04 -0.121485e-04 -0.121485e-04 -0.121485e-04
 -0.119053e-04 -0.119053e-04 -0.119053e-04 -0.119053e-04
 -0.116685e-04 -0.116685e-04 -0.116685e-04 -0.116685e-04
 -0.114380e-04 -0.114380e-04 -0.114380e-04 -0.114380e-04
 -0.112135e-04 -0.112135e-04 -0.112135e-04 -0.112135e-04
 -0.109948e-04 -0.109948e-04 -0.109948e-04 -0.109948e-04
 -0.107818e-04 -0.107818e-04 -0.107818e-04 -0.107818e-04
 -0.105743e-04 -0.105743e-04 -0.105743e-04 -0.105743e-04
 -0.103721e-04 -0.103721e-04 -0.103721e-04 -0.103721e-04
 -0.101749e-04 -0.101749e-04 -0.101749e-04 -0.101749e-04
 -0.998280e-05 -0.998280e-05 -0.998280e-05 -0.998280e-05
 -0.979560e-05 -0.979560e-05 -0.979560e-05 -0.979560e-05
 -0.961291e-05 -0.961291e-05 -0.961291e-05 -0.961291e-05
 -0.943474e-05 -0.943474e-05 -0.943474e-05 -0.943474e-05
 -0.926094e-05 -0.926094e-05 -0.926094e-05 -0.926094e-05
 -0.909138e-05 -0.909138e-05 -0.909138e-05 -0.909138e-05
 -0.892593e-05 -0.892593e-05 -0.892593e-05 -0.892593e-05
 -0.876448e-05 -0.876448e-05 -0.876448e-05 -0.876448e-05
 -0.860690e-05 -0.860690e-05 -0.860690e-05 -0.860690e-05
 -0.845307e-05 -0.845307e-05 -0.845307e-05 -0.845307e-05
 -0.830288e-05 -0.830288e-05 -0.830288e-05 -0.830288e-05
 -0.815623e-05 -0.815623e-05 -0.815623e-05 -0.815623e-05
 -0.801301e-05 -0.801301e-05 -0.801301e-05 -0.801301e-05
 -0.787313e-05 -0.787313e-05 -0.787313e-05 -0.787313e-05
 -0.773648e-05 -0.773648e-05 -0.773648e-05 -0.773648e-05
 -0.760297e-05 -0.760297e-05 -0.760297e-05 -0.760297e-05
 -0.747252e-05 -0.747252e-05 -0.747252e-05 -0.747252e-05
 -0.734504e-05 -0.734504e-05 -0.734504e-05 -0.734504e-05
 -0.722043e-05 -0.722043e-05 -0.722043e-05 -0.722043e-05
 -0.709863e-05 -0.709863e-05 -0.709863e-05 -0.709863e-05
 -0.697955e-05 -0.697955e-05 -0.697955e-05 -0.697955e-05
 -0.686312e-05 -0.686312e-05 -0.686312e-05 -0.686312e-05
 -0.674927e-05 -0.674927e-05 -0.674927e-05 -0.674927e-05
 -0.663791e-05 -0.663791e-05 -0.663791e-05 -0.663791e-05
 -0.652900e-05 -0.652900e-05 -0.652900e-05 -0.652900e-05
 -0.642245e-05 -0.642245e-05 -0.642245e-05 -0.642245e-05
 -0.631821e-05 -0.631821e-05 -0.631821e-05 -0.631821e-05
 -0.621621e-05 -0.621621e-05 -0.621621e-05 -0.621621e-05
 -0.611639e-05 -0.611639e-05 -0.611639e-05 -0.611639e-05
 -0.601870e-05 -0.601870e-05 -0.601870e-05 -0.601870e-05
 -0.592307e-05 -0.592307e-05 -0.592307e-05 -0.592307e-05
 -0.582947e-05 -0.582947e-05 -0.582947e-05 -0.582947e-05
 -0.573782e-05 -0.573782e-05 -0.573782e-05 -0.573782e-05
 -0.564808e-05 -0.564808e-05 -0.564808e-05 -0.564808e-05
 -0.556020e-05 -0.556020e-05 -0.556020e-05 -0.556020e-05
 -0.547414e-05 -0.547414e-05 -0.547414e-05 -0.547414e-05
 -0.538984e-05 -0.538984e-05 -0.538984e-05 -0.538984e-05
 -0.530727e-05 -0.530727e-05 -0.530727e-05 -0.530727e-05
 -0.522637e-05 -0.522637e-05 -0.522637e-05 -0.522637e-05
 -0.514710e-05 -0.514710e-05 -0.514710e-05 -0.514710e-05
 -0.506943e-05 -0.506943e-05 -0.506943e-05 -0.506943e-05
 -0.499332e-05 -0.499332e-05 -0.499332e-05 -0.499332e-05
 -0.491872e-05 -0.491872e-05 -0.491872e-05 -0.491872e-05
 -0.165764e+03 -0.165764e+03 -0.165764e+03 -0.165764e+03
 -0.179557e+03 -0.179557e+03 -0.179557e+03 -0.179557e+03
 -0.128009e+03 -0.128009e+03 -0.128009e+03 -0.128009e+03
 -0.864936e+02 -0.864936e+02 -0.864936e+02 -0.864936e+02
 -0.593216e+02 -0.593216e+02 -0.593216e+02 -0.593216e+02
 -0.418646e+02 -0.418646e+02 -0.418646e+02 -0.418646e+02
 -0.304214e+02 -0.304214e+02 -0.304214e+02 -0.304214e+02
 -0.227006e+02 -0.227006e+02 -0.227006e+02 -0.227006e+02
 -0.173375e+02 -0.173375e+02 -0.173375e+02 -0.173375e+02
 -0.135115e+02 -0.135115e+02 -0.135115e+02 -0.135115e+02
 -0.107155e+02 -0.107155e+02 -0.107155e+02 -0.107155e+02
 -0.862881e+01 -0.862881e+01 -0.862881e+01 -0.862881e+01
 -0.704195e+01 -0.704195e+01 -0.704195e+01 -0.704195e+01
 -0.581530e+01 -0.581530e+01 -0.581530e+01 -0.581530e+01
 -0.485311e+01 -0.485311e+01 -0.485311e+01 -0.485311e+01
 -0.408856e+01 -0.408856e+01 -0.408856e+01 -0.408856e+01
 -0.347385e+01 -0.347385e+01 -0.347385e+01 -0.347385e+01
 -0.297431e+01 -0.297431e+01 -0.297431e+01 -0.297431e+01
 -0.256423e+01 -0.256423e+01 -0.256423e+01 -0.256423e+01
 -0.222520e+01 -0.222520e+01 -0.222520e+01 -0.222520e+01
 -0.194209e+01 -0.194209e+01 -0.194209e+01 -0.194209e+01
 -0.170439e+01 -0.170439e+01 -0.170439e+01 -0.170439e+01
 -0.150332e+01 -0.150332e+01 -0.150332e+01 -0.150332e+01
 -0.133213e+01 -0.133213e+01 -0.133213e+01 -0.133213e+01
 -0.118561e+01 -0.118561e+01 -0.118561e+01 -0.118561e+01
 -0.105959e+01 -0.105959e+01 -0.105959e+01 -0.105959e+01
 -0.950683e+00 -0.950683e+00 -0.950683e+00 -0.950683e+00
 -0.856111e+00 -0.856111e+00 -0.856111e+00 -0.856111e+00
 -0.773606e+00 -0.773606e+00 -0.773606e+00 -0.773606e+00
 -0.702423e+00 -0.702423e+00 -0.702423e+00 -0.702423e+00
 -0.636922e+00 -0.636922e+00 -0.636922e+00 -0.636922e+00
 -0.578351e+00 -0.578351e+00 -0.578351e+00 -0.578351e+00
 -0.526384e+00 -0.526384e+00 -0.526384e+00 -0.526384e+00
 -0.481314e+00 -0.481314e+00 -0.481314e+00 -0.481314e+00
 -0.441564e+00 -0.441564e+00 -0.441564e+00 -0.441564e+00
 -0.405388e+00 -0.405388e+00 -0.405388e+00 -0.405388e+00
 -0.372377e+00 -0.372377e+00 -0.372377e+00 -0.372377e+00
 -0.343042e+00 -0.343042e+00 -0.343042e+00 -0.343042e+00
 -0.316458e+00 -0.316458e+00 -0.316458e+00 -0.316458e+00
 -0.292648e+00 -0.292648e+00 -0.292648e+00 -0.292648e+00
 -0.270954e+00 -0.270954e+00 -0.270954e+00 -0.270954e+00
 -0.251198e+00 -0.251198e+00 -0.251198e+00 -0.251198e+00
 -0.233301e+00 -0.233301e+00 -0.233301e+00 -0.233301e+00
 -0.216957e+00 -0.216957e+00 -0.216957e+00 -0.216957e+00
 -0.202074e+00 -0.202074e+00 -0.202074e+00 -0.202074e+00
 -0.188414e+00 -0.188414e+00 -0.188414e+00 -0.188414e+00
 -0.175940e+00 -0.175940e+00 -0.175940e+00 -0.175940e+00
 -0.164484e+00 -0.164484e+00 -0.164484e+00 -0.164484e+00
 -0.153901e+00 -0.153901e+00 -0.153901e+00 -0.153901e+00
 -0.144189e+00 -0.144189e+00 -0.144189e+00 -0.144189e+00
 -0.135262e+00 -0.135262e+00 -0.135262e+00 -0.135262e+00
 -0.127003e+00 -0.127003e+00 -0.127003e+00 -0.127003e+00
 -0.119389e+00 -0.119389e+00 -0.119389e+00 -0.119389e+00
 -0.112330e+00 -0.112330e+00 -0.112330e+00 -0.112330e+00
 -0.105793e+00 -0.105793e+00 -0.105793e+00 -0.105793e+00
 -0.997327e-01 -0.997327e-01 -0.997327e-01 -0.997327e-01
 -0.941202e-01 -0.941202e-01 -0.941202e-01 -0.941202e-01
 -0.888804e-01 -0.888804e-01 -0.888804e-01 -0.888804e-01
 -0.840152e-01 -0.840152e-01 -0.840152e-01 -0.840152e-01
 -0.694439e-01 -0.694439e-01 -0.694439e-01 -0.694439e-01
 -0.511839e-01 -0.511839e-01 -0.511839e-01 -0.511839e-01
 -0.386377e-01 -0.386377e-01 -0.386377e-01 -0.386377e-01
 -0.297846e-01 -0.297846e-01 -0.297846e-01 -0.297846e-01
 -0.233877e-01 -0.233877e-01 -0.233877e-01 -0.233877e-01
 -0.186690e-01 -0.186690e-01 -0.186690e-01 -0.186690e-01
 -0.151241e-01 -0.151241e-01 -0.151241e-01 -0.151241e-01
 -0.123876e-01 -0.123876e-01 -0.123876e-01 -0.123876e-01
 -0.101682e-01 -0.101682e-01 -0.101682e-01 -0.101682e-01
 -0.843365e-02 -0.843365e-02 -0.843365e-02 -0.843365e-02
 -0.706160e-02 -0.706160e-02 -0.706160e-02 -0.706160e-02
 -0.596412e-02 -0.596412e-02 -0.596412e-02 -0.596412e-02
 -0.507731e-02 -0.507731e-02 -0.507731e-02 -0.507731e-02
 -0.435402e-02 -0.435402e-02 -0.435402e-02 -0.435402e-02
 -0.375899e-02 -0.375899e-02 -0.375899e-02 -0.375899e-02
 -0.326557e-02 -0.326557e-02 -0.326557e-02 -0.326557e-02
 -0.285335e-02 -0.285335e-02 -0.285335e-02 -0.285335e-02
 -0.250662e-02 -0.250662e-02 -0.250662e-02 -0.250662e-02
 -0.221309e-02 -0.221309e-02 -0.221309e-02 -0.221309e-02
 -0.196310e-02 -0.196310e-02 -0.196310e-02 -0.196310e-02
 -0.174899e-02 -0.174899e-02 -0.174899e-02 -0.174899e-02
 -0.156465e-02 -0.156465e-02 -0.156465e-02 -0.156465e-02
 -0.140515e-02 -0.140515e-02 -0.140515e-02 -0.140515e-02
 -0.126650e-02 -0.126650e-02 -0.126650e-02 -0.126650e-02
 -0.114543e-02 -0.114543e-02 -0.114543e-02 -0.114543e-02
 -0.103929e-02 -0.103929e-02 -0.103929e-02 -0.103929e-02
 -0.945850e-03 -0.945850e-03 -0.945850e-03 -0.945850e-03
 -0.863298e-03 -0.863298e-03 -0.863298e-03 -0.863298e-03
 -0.790101e-03 -0.790101e-03 -0.790101e-03 -0.790101e-03
 -0.724981e-03 -0.724981e-03 -0.724981e-03 -0.724981e-03
 -0.666861e-03 -0.666861e-03 -0.666861e-03 -0.666861e-03
 -0.614830e-03 -0.614830e-03 -0.614830e-03 -0.614830e-03
 -0.568115e-03 -0.568115e-03 -0.568115e-03 -0.568115e-03
 -0.526056e-03 -0.526056e-03 -0.526056e-03 -0.526056e-03
 -0.488088e-03 -0.488088e-03 -0.488088e-03 -0.488088e-03
 -0.453727e-03 -0.453727e-03 -0.453727e-03 -0.453727e-03
