 log(Tmax/T) T/MeV k/T
 0.111906e+02 0.138034e+06 0.118480e+02
 0.111906e+02 0.138034e+06 0.119108e+02
 0.111906e+02 0.138034e+06 0.119737e+02
 0.111906e+02 0.138034e+06 0.120365e+02
 0.111906e+02 0.138034e+06 0.120994e+02
 0.111906e+02 0.138034e+06 0.121622e+02
 0.111906e+02 0.138034e+06 0.122251e+02
 0.111906e+02 0.138034e+06 0.122879e+02
 0.111906e+02 0.138034e+06 0.123508e+02
 0.111906e+02 0.138034e+06 0.124137e+02
 0.111906e+02 0.138034e+06 0.124765e+02
 0.111906e+02 0.138034e+06 0.125394e+02
 0.111968e+02 0.137181e+06 0.157116e-01
 0.111968e+02 0.137181e+06 0.261861e-01
 0.111968e+02 0.137181e+06 0.366605e-01
 0.111968e+02 0.137181e+06 0.471349e-01
 0.111968e+02 0.137181e+06 0.576094e-01
 0.111968e+02 0.137181e+06 0.680838e-01
 0.111968e+02 0.137181e+06 0.785582e-01
 0.111968e+02 0.137181e+06 0.890326e-01
 0.111968e+02 0.137181e+06 0.995071e-01
 0.111968e+02 0.137181e+06 0.109982e+00
 0.111968e+02 0.137181e+06 0.120456e+00
 0.111968e+02 0.137181e+06 0.130930e+00
 0.111968e+02 0.137181e+06 0.141405e+00
 0.111968e+02 0.137181e+06 0.151879e+00
 0.111968e+02 0.137181e+06 0.162354e+00
 0.111968e+02 0.137181e+06 0.172828e+00
 0.111968e+02 0.137181e+06 0.183303e+00
 0.111968e+02 0.137181e+06 0.193777e+00
 0.111968e+02 0.137181e+06 0.204251e+00
 0.111968e+02 0.137181e+06 0.214726e+00
 0.111968e+02 0.137181e+06 0.225200e+00
 0.111968e+02 0.137181e+06 0.235675e+00
 0.111968e+02 0.137181e+06 0.246149e+00
 0.111968e+02 0.137181e+06 0.256624e+00
 0.111968e+02 0.137181e+06 0.267098e+00
 0.111968e+02 0.137181e+06 0.277572e+00
 0.111968e+02 0.137181e+06 0.288047e+00
 0.111968e+02 0.137181e+06 0.298521e+00
 0.111968e+02 0.137181e+06 0.308996e+00
 0.111968e+02 0.137181e+06 0.319470e+00
 0.111968e+02 0.137181e+06 0.329945e+00
 0.111968e+02 0.137181e+06 0.340419e+00
 0.111968e+02 0.137181e+06 0.350893e+00
 0.111968e+02 0.137181e+06 0.361368e+00
 0.111968e+02 0.137181e+06 0.371842e+00
 0.111968e+02 0.137181e+06 0.382317e+00
 0.111968e+02 0.137181e+06 0.392791e+00
 0.111968e+02 0.137181e+06 0.403266e+00
 0.111968e+02 0.137181e+06 0.413740e+00
 0.111968e+02 0.137181e+06 0.424214e+00
 0.111968e+02 0.137181e+06 0.434689e+00
 0.111968e+02 0.137181e+06 0.445163e+00
 0.111968e+02 0.137181e+06 0.455638e+00
 0.111968e+02 0.137181e+06 0.466112e+00
 0.111968e+02 0.137181e+06 0.476587e+00
 0.111968e+02 0.137181e+06 0.487061e+00
 0.111968e+02 0.137181e+06 0.497535e+00
 0.111968e+02 0.137181e+06 0.508010e+00
 0.111968e+02 0.137181e+06 0.518484e+00
 0.111968e+02 0.137181e+06 0.528959e+00
 0.111968e+02 0.137181e+06 0.539433e+00
 0.111968e+02 0.137181e+06 0.549908e+00
 0.111968e+02 0.137181e+06 0.560382e+00
 0.111968e+02 0.137181e+06 0.570856e+00
 0.111968e+02 0.137181e+06 0.581331e+00
 0.111968e+02 0.137181e+06 0.591805e+00
 0.111968e+02 0.137181e+06 0.602280e+00
 0.111968e+02 0.137181e+06 0.612754e+00
 0.111968e+02 0.137181e+06 0.623229e+00
 0.111968e+02 0.137181e+06 0.659889e+00
 0.111968e+02 0.137181e+06 0.722736e+00
 0.111968e+02 0.137181e+06 0.785582e+00
 0.111968e+02 0.137181e+06 0.848429e+00
 0.111968e+02 0.137181e+06 0.911275e+00
 0.111968e+02 0.137181e+06 0.974122e+00
 0.111968e+02 0.137181e+06 0.103697e+01
 0.111968e+02 0.137181e+06 0.109982e+01
 0.111968e+02 0.137181e+06 0.116266e+01
 0.111968e+02 0.137181e+06 0.122551e+01
 0.111968e+02 0.137181e+06 0.128835e+01
 0.111968e+02 0.137181e+06 0.135120e+01
 0.111968e+02 0.137181e+06 0.141405e+01
 0.111968e+02 0.137181e+06 0.147689e+01
 0.111968e+02 0.137181e+06 0.153974e+01
 0.111968e+02 0.137181e+06 0.160259e+01
 0.111968e+02 0.137181e+06 0.166543e+01
 0.111968e+02 0.137181e+06 0.172828e+01
 0.111968e+02 0.137181e+06 0.179113e+01
 0.111968e+02 0.137181e+06 0.185397e+01
 0.111968e+02 0.137181e+06 0.191682e+01
 0.111968e+02 0.137181e+06 0.197967e+01
 0.111968e+02 0.137181e+06 0.204251e+01
 0.111968e+02 0.137181e+06 0.210536e+01
 0.111968e+02 0.137181e+06 0.216821e+01
 0.111968e+02 0.137181e+06 0.223105e+01
 0.111968e+02 0.137181e+06 0.229390e+01
 0.111968e+02 0.137181e+06 0.235675e+01
 0.111968e+02 0.137181e+06 0.241959e+01
 0.111968e+02 0.137181e+06 0.248244e+01
 0.111968e+02 0.137181e+06 0.254529e+01
 0.111968e+02 0.137181e+06 0.260813e+01
 0.111968e+02 0.137181e+06 0.267098e+01
 0.111968e+02 0.137181e+06 0.273383e+01
 0.111968e+02 0.137181e+06 0.279667e+01
 0.111968e+02 0.137181e+06 0.285952e+01
 0.111968e+02 0.137181e+06 0.292237e+01
 0.111968e+02 0.137181e+06 0.298521e+01
 0.111968e+02 0.137181e+06 0.304806e+01
 0.111968e+02 0.137181e+06 0.311091e+01
 0.111968e+02 0.137181e+06 0.317375e+01
 0.111968e+02 0.137181e+06 0.323660e+01
 0.111968e+02 0.137181e+06 0.329945e+01
 0.111968e+02 0.137181e+06 0.336229e+01
 0.111968e+02 0.137181e+06 0.342514e+01
 0.111968e+02 0.137181e+06 0.348798e+01
 0.111968e+02 0.137181e+06 0.355083e+01
 0.111968e+02 0.137181e+06 0.361368e+01
 0.111968e+02 0.137181e+06 0.367652e+01
 0.111968e+02 0.137181e+06 0.373937e+01
 0.111968e+02 0.137181e+06 0.380222e+01
 0.111968e+02 0.137181e+06 0.386506e+01
 0.111968e+02 0.137181e+06 0.392791e+01
 0.111968e+02 0.137181e+06 0.399076e+01
 0.111968e+02 0.137181e+06 0.405360e+01
 0.111968e+02 0.137181e+06 0.411645e+01
 0.111968e+02 0.137181e+06 0.417930e+01
 0.111968e+02 0.137181e+06 0.424214e+01
 0.111968e+02 0.137181e+06 0.430499e+01
 0.111968e+02 0.137181e+06 0.436784e+01
 0.111968e+02 0.137181e+06 0.443068e+01
 0.111968e+02 0.137181e+06 0.449353e+01
 0.111968e+02 0.137181e+06 0.455638e+01
 0.111968e+02 0.137181e+06 0.461922e+01
 0.111968e+02 0.137181e+06 0.468207e+01
 0.111968e+02 0.137181e+06 0.474492e+01
 0.111968e+02 0.137181e+06 0.480776e+01
 0.111968e+02 0.137181e+06 0.487061e+01
 0.111968e+02 0.137181e+06 0.493346e+01
 0.111968e+02 0.137181e+06 0.499630e+01
 0.111968e+02 0.137181e+06 0.505915e+01
 0.111968e+02 0.137181e+06 0.512200e+01
 0.111968e+02 0.137181e+06 0.518484e+01
 0.111968e+02 0.137181e+06 0.524769e+01
 0.111968e+02 0.137181e+06 0.531054e+01
 0.111968e+02 0.137181e+06 0.537338e+01
 0.111968e+02 0.137181e+06 0.543623e+01
 0.111968e+02 0.137181e+06 0.549908e+01
 0.111968e+02 0.137181e+06 0.556192e+01
 0.111968e+02 0.137181e+06 0.562477e+01
 0.111968e+02 0.137181e+06 0.568761e+01
 0.111968e+02 0.137181e+06 0.575046e+01
 0.111968e+02 0.137181e+06 0.581331e+01
 0.111968e+02 0.137181e+06 0.587615e+01
 0.111968e+02 0.137181e+06 0.593900e+01
 0.111968e+02 0.137181e+06 0.600185e+01
 0.111968e+02 0.137181e+06 0.606469e+01
 0.111968e+02 0.137181e+06 0.612754e+01
 0.111968e+02 0.137181e+06 0.619039e+01
 0.111968e+02 0.137181e+06 0.625323e+01
 0.111968e+02 0.137181e+06 0.631608e+01
 0.111968e+02 0.137181e+06 0.637893e+01
 0.111968e+02 0.137181e+06 0.644177e+01
 0.111968e+02 0.137181e+06 0.650462e+01
 0.111968e+02 0.137181e+06 0.656747e+01
 0.111968e+02 0.137181e+06 0.663031e+01
 0.111968e+02 0.137181e+06 0.669316e+01
 0.111968e+02 0.137181e+06 0.675601e+01
 0.111968e+02 0.137181e+06 0.681885e+01
 0.111968e+02 0.137181e+06 0.688170e+01
 0.111968e+02 0.137181e+06 0.694455e+01
 0.111968e+02 0.137181e+06 0.700739e+01
 0.111968e+02 0.137181e+06 0.707024e+01
 0.111968e+02 0.137181e+06 0.713309e+01
 0.111968e+02 0.137181e+06 0.719593e+01
 0.111968e+02 0.137181e+06 0.725878e+01
 0.111968e+02 0.137181e+06 0.732163e+01
 0.111968e+02 0.137181e+06 0.738447e+01
 0.111968e+02 0.137181e+06 0.744732e+01
 0.111968e+02 0.137181e+06 0.751017e+01
 0.111968e+02 0.137181e+06 0.757301e+01
 0.111968e+02 0.137181e+06 0.763586e+01
 0.111968e+02 0.137181e+06 0.769871e+01
 0.111968e+02 0.137181e+06 0.776155e+01
 0.111968e+02 0.137181e+06 0.782440e+01
 0.111968e+02 0.137181e+06 0.788725e+01
 0.111968e+02 0.137181e+06 0.795009e+01
 0.111968e+02 0.137181e+06 0.801294e+01
 0.111968e+02 0.137181e+06 0.807578e+01
 0.111968e+02 0.137181e+06 0.813863e+01
 0.111968e+02 0.137181e+06 0.820148e+01
 0.111968e+02 0.137181e+06 0.826432e+01
 0.111968e+02 0.137181e+06 0.832717e+01
 0.111968e+02 0.137181e+06 0.839002e+01
 0.111968e+02 0.137181e+06 0.845286e+01
 0.111968e+02 0.137181e+06 0.851571e+01
 0.111968e+02 0.137181e+06 0.857856e+01
 0.111968e+02 0.137181e+06 0.864140e+01
 0.111968e+02 0.137181e+06 0.870425e+01
 0.111968e+02 0.137181e+06 0.876710e+01
 0.111968e+02 0.137181e+06 0.882994e+01
 0.111968e+02 0.137181e+06 0.889279e+01
 0.111968e+02 0.137181e+06 0.895564e+01
 0.111968e+02 0.137181e+06 0.901848e+01
 0.111968e+02 0.137181e+06 0.908133e+01
 0.111968e+02 0.137181e+06 0.914418e+01
 0.111968e+02 0.137181e+06 0.920702e+01
 0.111968e+02 0.137181e+06 0.926987e+01
 0.111968e+02 0.137181e+06 0.933272e+01
 0.111968e+02 0.137181e+06 0.939556e+01
 0.111968e+02 0.137181e+06 0.945841e+01
 0.111968e+02 0.137181e+06 0.952126e+01
 0.111968e+02 0.137181e+06 0.958410e+01
 0.111968e+02 0.137181e+06 0.964695e+01
 0.111968e+02 0.137181e+06 0.970980e+01
 0.111968e+02 0.137181e+06 0.977264e+01
 0.111968e+02 0.137181e+06 0.983549e+01
 0.111968e+02 0.137181e+06 0.989834e+01
 0.111968e+02 0.137181e+06 0.996118e+01
 0.111968e+02 0.137181e+06 0.100240e+02
 0.111968e+02 0.137181e+06 0.100869e+02
 0.111968e+02 0.137181e+06 0.101497e+02
 0.111968e+02 0.137181e+06 0.102126e+02
 0.111968e+02 0.137181e+06 0.102754e+02
 0.111968e+02 0.137181e+06 0.103383e+02
 0.111968e+02 0.137181e+06 0.104011e+02
 0.111968e+02 0.137181e+06 0.104640e+02
 0.111968e+02 0.137181e+06 0.105268e+02
 0.111968e+02 0.137181e+06 0.105896e+02
 0.111968e+02 0.137181e+06 0.106525e+02
 0.111968e+02 0.137181e+06 0.107153e+02
 0.111968e+02 0.137181e+06 0.107782e+02
 0.111968e+02 0.137181e+06 0.108410e+02
 0.111968e+02 0.137181e+06 0.109039e+02
 0.111968e+02 0.137181e+06 0.109667e+02
 0.111968e+02 0.137181e+06 0.110296e+02
 0.111968e+02 0.137181e+06 0.110924e+02
 0.111968e+02 0.137181e+06 0.111553e+02
 0.111968e+02 0.137181e+06 0.112181e+02
 0.111968e+02 0.137181e+06 0.112810e+02
 0.111968e+02 0.137181e+06 0.113438e+02
 0.111968e+02 0.137181e+06 0.114067e+02
 0.111968e+02 0.137181e+06 0.114695e+02
 0.111968e+02 0.137181e+06 0.115323e+02
 0.111968e+02 0.137181e+06 0.115952e+02
 0.111968e+02 0.137181e+06 0.116580e+02
 0.111968e+02 0.137181e+06 0.117209e+02
 0.111968e+02 0.137181e+06 0.117837e+02
 0.111968e+02 0.137181e+06 0.118466e+02
 0.111968e+02 0.137181e+06 0.119094e+02
 0.111968e+02 0.137181e+06 0.119723e+02
 0.111968e+02 0.137181e+06 0.120351e+02
 0.111968e+02 0.137181e+06 0.120980e+02
 0.111968e+02 0.137181e+06 0.121608e+02
 0.111968e+02 0.137181e+06 0.122237e+02
 0.111968e+02 0.137181e+06 0.122865e+02
 0.111968e+02 0.137181e+06 0.123494e+02
 0.111968e+02 0.137181e+06 0.124122e+02
 0.111968e+02 0.137181e+06 0.124750e+02
 0.111968e+02 0.137181e+06 0.125379e+02
 0.112030e+02 0.136333e+06 0.157098e-01
 0.112030e+02 0.136333e+06 0.261830e-01
 0.112030e+02 0.136333e+06 0.366562e-01
 0.112030e+02 0.136333e+06 0.471294e-01
 0.112030e+02 0.136333e+06 0.576026e-01
 0.112030e+02 0.136333e+06 0.680758e-01
 0.112030e+02 0.136333e+06 0.785490e-01
 0.112030e+02 0.136333e+06 0.890222e-01
 0.112030e+02 0.136333e+06 0.994954e-01
 0.112030e+02 0.136333e+06 0.109969e+00
 0.112030e+02 0.136333e+06 0.120442e+00
 0.112030e+02 0.136333e+06 0.130915e+00
 0.112030e+02 0.136333e+06 0.141388e+00
 0.112030e+02 0.136333e+06 0.151861e+00
 0.112030e+02 0.136333e+06 0.162335e+00
 0.112030e+02 0.136333e+06 0.172808e+00
 0.112030e+02 0.136333e+06 0.183281e+00
 0.112030e+02 0.136333e+06 0.193754e+00
 0.112030e+02 0.136333e+06 0.204227e+00
 0.112030e+02 0.136333e+06 0.214701e+00
 0.112030e+02 0.136333e+06 0.225174e+00
 0.112030e+02 0.136333e+06 0.235647e+00
 0.112030e+02 0.136333e+06 0.246120e+00
 0.112030e+02 0.136333e+06 0.256593e+00
 0.112030e+02 0.136333e+06 0.267066e+00
 0.112030e+02 0.136333e+06 0.277540e+00
 0.112030e+02 0.136333e+06 0.288013e+00
 0.112030e+02 0.136333e+06 0.298486e+00
 0.112030e+02 0.136333e+06 0.308959e+00
 0.112030e+02 0.136333e+06 0.319432e+00
 0.112030e+02 0.136333e+06 0.329906e+00
 0.112030e+02 0.136333e+06 0.340379e+00
 0.112030e+02 0.136333e+06 0.350852e+00
 0.112030e+02 0.136333e+06 0.361325e+00
 0.112030e+02 0.136333e+06 0.371798e+00
 0.112030e+02 0.136333e+06 0.382272e+00
 0.112030e+02 0.136333e+06 0.392745e+00
 0.112030e+02 0.136333e+06 0.403218e+00
 0.112030e+02 0.136333e+06 0.413691e+00
 0.112030e+02 0.136333e+06 0.424164e+00
 0.112030e+02 0.136333e+06 0.434638e+00
 0.112030e+02 0.136333e+06 0.445111e+00
 0.112030e+02 0.136333e+06 0.455584e+00
 0.112030e+02 0.136333e+06 0.466057e+00
 0.112030e+02 0.136333e+06 0.476530e+00
 0.112030e+02 0.136333e+06 0.487004e+00
 0.112030e+02 0.136333e+06 0.497477e+00
 0.112030e+02 0.136333e+06 0.507950e+00
 0.112030e+02 0.136333e+06 0.518423e+00
 0.112030e+02 0.136333e+06 0.528896e+00
 0.112030e+02 0.136333e+06 0.539370e+00
 0.112030e+02 0.136333e+06 0.549843e+00
 0.112030e+02 0.136333e+06 0.560316e+00
 0.112030e+02 0.136333e+06 0.570789e+00
 0.112030e+02 0.136333e+06 0.581262e+00
 0.112030e+02 0.136333e+06 0.591736e+00
 0.112030e+02 0.136333e+06 0.602209e+00
 0.112030e+02 0.136333e+06 0.612682e+00
 0.112030e+02 0.136333e+06 0.623155e+00
 0.112030e+02 0.136333e+06 0.659811e+00
 0.112030e+02 0.136333e+06 0.722651e+00
 0.112030e+02 0.136333e+06 0.785490e+00
 0.112030e+02 0.136333e+06 0.848329e+00
 0.112030e+02 0.136333e+06 0.911168e+00
 0.112030e+02 0.136333e+06 0.974007e+00
 0.112030e+02 0.136333e+06 0.103685e+01
 0.112030e+02 0.136333e+06 0.109969e+01
 0.112030e+02 0.136333e+06 0.116252e+01
 0.112030e+02 0.136333e+06 0.122536e+01
 0.112030e+02 0.136333e+06 0.128820e+01
 0.112030e+02 0.136333e+06 0.135104e+01
 0.112030e+02 0.136333e+06 0.141388e+01
 0.112030e+02 0.136333e+06 0.147672e+01
 0.112030e+02 0.136333e+06 0.153956e+01
 0.112030e+02 0.136333e+06 0.160240e+01
 0.112030e+02 0.136333e+06 0.166524e+01
 0.112030e+02 0.136333e+06 0.172808e+01
 0.112030e+02 0.136333e+06 0.179092e+01
 0.112030e+02 0.136333e+06 0.185376e+01
 0.112030e+02 0.136333e+06 0.191659e+01
 0.112030e+02 0.136333e+06 0.197943e+01
 0.112030e+02 0.136333e+06 0.204227e+01
 0.112030e+02 0.136333e+06 0.210511e+01
 0.112030e+02 0.136333e+06 0.216795e+01
 0.112030e+02 0.136333e+06 0.223079e+01
 0.112030e+02 0.136333e+06 0.229363e+01
 0.112030e+02 0.136333e+06 0.235647e+01
 0.112030e+02 0.136333e+06 0.241931e+01
 0.112030e+02 0.136333e+06 0.248215e+01
 0.112030e+02 0.136333e+06 0.254499e+01
 0.112030e+02 0.136333e+06 0.260783e+01
 0.112030e+02 0.136333e+06 0.267066e+01
 0.112030e+02 0.136333e+06 0.273350e+01
 0.112030e+02 0.136333e+06 0.279634e+01
 0.112030e+02 0.136333e+06 0.285918e+01
 0.112030e+02 0.136333e+06 0.292202e+01
 0.112030e+02 0.136333e+06 0.298486e+01
 0.112030e+02 0.136333e+06 0.304770e+01
 0.112030e+02 0.136333e+06 0.311054e+01
 0.112030e+02 0.136333e+06 0.317338e+01
 0.112030e+02 0.136333e+06 0.323622e+01
 0.112030e+02 0.136333e+06 0.329906e+01
 0.112030e+02 0.136333e+06 0.336190e+01
 0.112030e+02 0.136333e+06 0.342474e+01
 0.112030e+02 0.136333e+06 0.348757e+01
 0.112030e+02 0.136333e+06 0.355041e+01
 0.112030e+02 0.136333e+06 0.361325e+01
 0.112030e+02 0.136333e+06 0.367609e+01
 0.112030e+02 0.136333e+06 0.373893e+01
 0.112030e+02 0.136333e+06 0.380177e+01
 0.112030e+02 0.136333e+06 0.386461e+01
 0.112030e+02 0.136333e+06 0.392745e+01
 0.112030e+02 0.136333e+06 0.399029e+01
 0.112030e+02 0.136333e+06 0.405313e+01
 0.112030e+02 0.136333e+06 0.411597e+01
 0.112030e+02 0.136333e+06 0.417881e+01
 0.112030e+02 0.136333e+06 0.424164e+01
 0.112030e+02 0.136333e+06 0.430448e+01
 0.112030e+02 0.136333e+06 0.436732e+01
 0.112030e+02 0.136333e+06 0.443016e+01
 0.112030e+02 0.136333e+06 0.449300e+01
 0.112030e+02 0.136333e+06 0.455584e+01
 0.112030e+02 0.136333e+06 0.461868e+01
 0.112030e+02 0.136333e+06 0.468152e+01
 0.112030e+02 0.136333e+06 0.474436e+01
 0.112030e+02 0.136333e+06 0.480720e+01
 0.112030e+02 0.136333e+06 0.487004e+01
 0.112030e+02 0.136333e+06 0.493288e+01
 0.112030e+02 0.136333e+06 0.499571e+01
 0.112030e+02 0.136333e+06 0.505855e+01
 0.112030e+02 0.136333e+06 0.512139e+01
 0.112030e+02 0.136333e+06 0.518423e+01
 0.112030e+02 0.136333e+06 0.524707e+01
 0.112030e+02 0.136333e+06 0.530991e+01
 0.112030e+02 0.136333e+06 0.537275e+01
 0.112030e+02 0.136333e+06 0.543559e+01
 0.112030e+02 0.136333e+06 0.549843e+01
 0.112030e+02 0.136333e+06 0.556127e+01
 0.112030e+02 0.136333e+06 0.562411e+01
 0.112030e+02 0.136333e+06 0.568695e+01
 0.112030e+02 0.136333e+06 0.574978e+01
 0.112030e+02 0.136333e+06 0.581262e+01
 0.112030e+02 0.136333e+06 0.587546e+01
 0.112030e+02 0.136333e+06 0.593830e+01
 0.112030e+02 0.136333e+06 0.600114e+01
 0.112030e+02 0.136333e+06 0.606398e+01
 0.112030e+02 0.136333e+06 0.612682e+01
 0.112030e+02 0.136333e+06 0.618966e+01
 0.112030e+02 0.136333e+06 0.625250e+01
 0.112030e+02 0.136333e+06 0.631534e+01
 0.112030e+02 0.136333e+06 0.637818e+01
 0.112030e+02 0.136333e+06 0.644102e+01
 0.112030e+02 0.136333e+06 0.650385e+01
 0.112030e+02 0.136333e+06 0.656669e+01
 0.112030e+02 0.136333e+06 0.662953e+01
 0.112030e+02 0.136333e+06 0.669237e+01
 0.112030e+02 0.136333e+06 0.675521e+01
 0.112030e+02 0.136333e+06 0.681805e+01
 0.112030e+02 0.136333e+06 0.688089e+01
 0.112030e+02 0.136333e+06 0.694373e+01
 0.112030e+02 0.136333e+06 0.700657e+01
 0.112030e+02 0.136333e+06 0.706941e+01
 0.112030e+02 0.136333e+06 0.713225e+01
 0.112030e+02 0.136333e+06 0.719509e+01
 0.112030e+02 0.136333e+06 0.725792e+01
 0.112030e+02 0.136333e+06 0.732076e+01
 0.112030e+02 0.136333e+06 0.738360e+01
 0.112030e+02 0.136333e+06 0.744644e+01
 0.112030e+02 0.136333e+06 0.750928e+01
 0.112030e+02 0.136333e+06 0.757212e+01
 0.112030e+02 0.136333e+06 0.763496e+01
 0.112030e+02 0.136333e+06 0.769780e+01
 0.112030e+02 0.136333e+06 0.776064e+01
 0.112030e+02 0.136333e+06 0.782348e+01
 0.112030e+02 0.136333e+06 0.788632e+01
 0.112030e+02 0.136333e+06 0.794916e+01
 0.112030e+02 0.136333e+06 0.801199e+01
 0.112030e+02 0.136333e+06 0.807483e+01
 0.112030e+02 0.136333e+06 0.813767e+01
 0.112030e+02 0.136333e+06 0.820051e+01
 0.112030e+02 0.136333e+06 0.826335e+01
 0.112030e+02 0.136333e+06 0.832619e+01
 0.112030e+02 0.136333e+06 0.838903e+01
 0.112030e+02 0.136333e+06 0.845187e+01
 0.112030e+02 0.136333e+06 0.851471e+01
 0.112030e+02 0.136333e+06 0.857755e+01
 0.112030e+02 0.136333e+06 0.864039e+01
 0.112030e+02 0.136333e+06 0.870323e+01
 0.112030e+02 0.136333e+06 0.876606e+01
 0.112030e+02 0.136333e+06 0.882890e+01
 0.112030e+02 0.136333e+06 0.889174e+01
 0.112030e+02 0.136333e+06 0.895458e+01
 0.112030e+02 0.136333e+06 0.901742e+01
 0.112030e+02 0.136333e+06 0.908026e+01
 0.112030e+02 0.136333e+06 0.914310e+01
 0.112030e+02 0.136333e+06 0.920594e+01
 0.112030e+02 0.136333e+06 0.926878e+01
 0.112030e+02 0.136333e+06 0.933162e+01
 0.112030e+02 0.136333e+06 0.939446e+01
 0.112030e+02 0.136333e+06 0.945730e+01
 0.112030e+02 0.136333e+06 0.952013e+01
 0.112030e+02 0.136333e+06 0.958297e+01
 0.112030e+02 0.136333e+06 0.964581e+01
 0.112030e+02 0.136333e+06 0.970865e+01
 0.112030e+02 0.136333e+06 0.977149e+01
 0.112030e+02 0.136333e+06 0.983433e+01
 0.112030e+02 0.136333e+06 0.989717e+01
 0.112030e+02 0.136333e+06 0.996001e+01
 0.112030e+02 0.136333e+06 0.100228e+02
 0.112030e+02 0.136333e+06 0.100857e+02
 0.112030e+02 0.136333e+06 0.101485e+02
 0.112030e+02 0.136333e+06 0.102114e+02
 0.112030e+02 0.136333e+06 0.102742e+02
 0.112030e+02 0.136333e+06 0.103370e+02
 0.112030e+02 0.136333e+06 0.103999e+02
 0.112030e+02 0.136333e+06 0.104627e+02
 0.112030e+02 0.136333e+06 0.105256e+02
 0.112030e+02 0.136333e+06 0.105884e+02
 0.112030e+02 0.136333e+06 0.106512e+02
 0.112030e+02 0.136333e+06 0.107141e+02
 0.112030e+02 0.136333e+06 0.107769e+02
 0.112030e+02 0.136333e+06 0.108398e+02
 0.112030e+02 0.136333e+06 0.109026e+02
 0.112030e+02 0.136333e+06 0.109654e+02
 0.112030e+02 0.136333e+06 0.110283e+02
 0.112030e+02 0.136333e+06 0.110911e+02
 0.112030e+02 0.136333e+06 0.111540e+02
 0.112030e+02 0.136333e+06 0.112168e+02
 0.112030e+02 0.136333e+06 0.112796e+02
 0.112030e+02 0.136333e+06 0.113425e+02
 0.112030e+02 0.136333e+06 0.114053e+02
 0.112030e+02 0.136333e+06 0.114681e+02
 0.112030e+02 0.136333e+06 0.115310e+02
 0.112030e+02 0.136333e+06 0.115938e+02
 0.112030e+02 0.136333e+06 0.116567e+02
 0.112030e+02 0.136333e+06 0.117195e+02
 0.112030e+02 0.136333e+06 0.117823e+02
 0.112030e+02 0.136333e+06 0.118452e+02
 0.112030e+02 0.136333e+06 0.119080e+02
 0.112030e+02 0.136333e+06 0.119709e+02
 0.112030e+02 0.136333e+06 0.120337e+02
 0.112030e+02 0.136333e+06 0.120965e+02
 0.112030e+02 0.136333e+06 0.121594e+02
 0.112030e+02 0.136333e+06 0.122222e+02
 0.112030e+02 0.136333e+06 0.122851e+02
 0.112030e+02 0.136333e+06 0.123479e+02
 0.112030e+02 0.136333e+06 0.124107e+02
 0.112030e+02 0.136333e+06 0.124736e+02
 0.112030e+02 0.136333e+06 0.125364e+02
 0.112092e+02 0.135491e+06 0.157079e-01
 0.112092e+02 0.135491e+06 0.261799e-01
 0.112092e+02 0.135491e+06 0.366519e-01
 0.112092e+02 0.135491e+06 0.471238e-01
 0.112092e+02 0.135491e+06 0.575958e-01
 0.112092e+02 0.135491e+06 0.680677e-01
 0.112092e+02 0.135491e+06 0.785397e-01
 0.112092e+02 0.135491e+06 0.890116e-01
 0.112092e+02 0.135491e+06 0.994836e-01
 0.112092e+02 0.135491e+06 0.109956e+00
 0.112092e+02 0.135491e+06 0.120428e+00
 0.112092e+02 0.135491e+06 0.130899e+00
 0.112092e+02 0.135491e+06 0.141371e+00
 0.112092e+02 0.135491e+06 0.151843e+00
 0.112092e+02 0.135491e+06 0.162315e+00
 0.112092e+02 0.135491e+06 0.172787e+00
 0.112092e+02 0.135491e+06 0.183259e+00
 0.112092e+02 0.135491e+06 0.193731e+00
 0.112092e+02 0.135491e+06 0.204203e+00
 0.112092e+02 0.135491e+06 0.214675e+00
 0.112092e+02 0.135491e+06 0.225147e+00
 0.112092e+02 0.135491e+06 0.235619e+00
 0.112092e+02 0.135491e+06 0.246091e+00
 0.112092e+02 0.135491e+06 0.256563e+00
 0.112092e+02 0.135491e+06 0.267035e+00
 0.112092e+02 0.135491e+06 0.277507e+00
 0.112092e+02 0.135491e+06 0.287979e+00
 0.112092e+02 0.135491e+06 0.298451e+00
 0.112092e+02 0.135491e+06 0.308923e+00
 0.112092e+02 0.135491e+06 0.319395e+00
 0.112092e+02 0.135491e+06 0.329867e+00
 0.112092e+02 0.135491e+06 0.340339e+00
 0.112092e+02 0.135491e+06 0.350811e+00
 0.112092e+02 0.135491e+06 0.361283e+00
 0.112092e+02 0.135491e+06 0.371755e+00
 0.112092e+02 0.135491e+06 0.382226e+00
 0.112092e+02 0.135491e+06 0.392698e+00
 0.112092e+02 0.135491e+06 0.403170e+00
 0.112092e+02 0.135491e+06 0.413642e+00
 0.112092e+02 0.135491e+06 0.424114e+00
 0.112092e+02 0.135491e+06 0.434586e+00
 0.112092e+02 0.135491e+06 0.445058e+00
 0.112092e+02 0.135491e+06 0.455530e+00
 0.112092e+02 0.135491e+06 0.466002e+00
 0.112092e+02 0.135491e+06 0.476474e+00
 0.112092e+02 0.135491e+06 0.486946e+00
 0.112092e+02 0.135491e+06 0.497418e+00
 0.112092e+02 0.135491e+06 0.507890e+00
 0.112092e+02 0.135491e+06 0.518362e+00
